question_id,question,my_forecast_%,community_median_%,gap_points,resolved,resolve_time,category,url
43581,"Will Alex Saab enter a guilty plea in his US federal criminal case before May 31, 2026?",,,,open,,,https://www.metaculus.com/questions/43581/
43580,"Will Sony announce a price increase for PlayStation Plus (any US tier) before May 31, 2026?",,,,open,,,https://www.metaculus.com/questions/43580/
43579,"Will the Polish Senate complete its vote on the third Crypto-Assets Market Act before May 31, 2026?",,,,open,,,https://www.metaculus.com/questions/43579/
43578,"Will Dalton Eatherly's case be bound over to the grand jury on or before May 30, 2026?",,,,open,,,https://www.metaculus.com/questions/43578/
43577,"Will the United States and Iran sign a formal agreement to end hostilities by May 31, 2026?",,,,open,,,https://www.metaculus.com/questions/43577/
43575,"Will Dalton Eatherly's bond in the Montgomery County, Tennessee courthouse shooting case be lower than $1.25 million as ",,,,open,,,https://www.metaculus.com/questions/43575/
43574,"Will Italian Navy minehunters Crotone and Rimini transit the Suez Canal into the Red Sea before May 31, 2026?",,,,open,,,https://www.metaculus.com/questions/43574/
43573,"Will the Florida Legislature pass the FY 2026-27 General Appropriations Act before May 31, 2026?",,,,open,,,https://www.metaculus.com/questions/43573/
43572,"Will Delhi's Safdarjung station record a maximum temperature of 45°C or higher on any day between May 25 and May 31, 202",,,,open,,,https://www.metaculus.com/questions/43572/
43571,"Will Dalton Eatherly (""Chud the Builder"") be released from Montgomery County Jail custody before May 31, 2026?",,,,open,,,https://www.metaculus.com/questions/43571/
43570,"Will the U.S. government formally notify Congress of a new arms sale to Taiwan between May 17 and May 31, 2026?",,,,open,,,https://www.metaculus.com/questions/43570/
43569,"Will a named tropical or subtropical storm form in the Atlantic basin before June 1, 2026?",,,,open,,,https://www.metaculus.com/questions/43569/
43568,"Will Chris Nanos still be Pima County Sheriff on May 31, 2026?",,,,open,,,https://www.metaculus.com/questions/43568/
43567,Will Japan's retrial reform bill (amendment to the Code of Criminal Procedure) pass the House of Representatives before ,,,,open,,,https://www.metaculus.com/questions/43567/
43564,"Will a bill to revise Japan's Imperial House Law be formally submitted to the National Diet by May 31, 2026?",,,,open,,,https://www.metaculus.com/questions/43564/
43563,"Will Google publicly announce a specific calendar release date for the Android 17 stable rollout before May 31, 2026?",,,,open,,,https://www.metaculus.com/questions/43563/
43562,"Will the Polish Senate vote on the Crypto-Assets Market Act (druk 2529) before May 31, 2026?",,,,open,,,https://www.metaculus.com/questions/43562/
43561,"Will another senior Venezuelan Chavista official be transferred to U.S. custody between May 17, 2026 and May 31, 2026?",,,,open,,,https://www.metaculus.com/questions/43561/
43560,"Will the Trump administration formally notify Congress of the pending ~$14 billion Taiwan arms package before May 31, 20",,,,open,,,https://www.metaculus.com/questions/43560/
43559,"Will the Joint Commission (Comissão Mista) on Brazil's MP 1.357/2026 approve its report (parecer) before May 31, 2026?",,,,open,,,https://www.metaculus.com/questions/43559/
43558,Will the Florida Supreme Court issue any order or ruling in the litigation over Florida's 2026 mid-decade congressional ,,,,open,,,https://www.metaculus.com/questions/43558/
43557,"Will a U.S. Navy surface warship conduct a Taiwan Strait transit between May 15, 2026 and May 31, 2026?",,,,open,,,https://www.metaculus.com/questions/43557/
43555,"Will Donald Trump publicly threaten to raise tariffs on China between May 17 and May 31, 2026?",,,,open,,,https://www.metaculus.com/questions/43555/
43552,"Will the Israel–Lebanon ""security track"" military-delegation meeting take place at the Pentagon before May 31, 2026?",,,,open,,,https://www.metaculus.com/questions/43552/
43551,"Will the June 30, 2026 hearing in U.S. v. Maduro Moros (SDNY) be rescheduled before May 31, 2026?",,,,open,,,https://www.metaculus.com/questions/43551/
43550,"Will the Florida Legislature's 2026 budget special session (Special Session E) adjourn sine die on or before May 29, 202",,,,open,,,https://www.metaculus.com/questions/43550/
43548,Will Senator Bill Cassidy publicly endorse either Julia Letlow or John Fleming in the Louisiana GOP Senate runoff before,,,,open,,,https://www.metaculus.com/questions/43548/
43547,Will the Florida FY 2026-27 General Appropriations Act include at least $50 million in appropriations for the Florida Fo,,,,open,,,https://www.metaculus.com/questions/43547/
43546,"Will the India Meteorological Department declare southwest monsoon onset over Kerala on or before May 31, 2026?",,,,open,,,https://www.metaculus.com/questions/43546/
43544,"Will Nintendo (7974.T) close at or above ¥7,200 on Friday, May 29, 2026?",,,,open,,,https://www.metaculus.com/questions/43544/
43542,"Will Uganda report a second laboratory-confirmed case of Ebola (Bundibugyo virus) by May 31, 2026?",,,,open,,,https://www.metaculus.com/questions/43542/
43541,"Will Nancy Guthrie be located (alive or deceased) before May 31, 2026?",,,,open,,,https://www.metaculus.com/questions/43541/
43540,"Will Drift Protocol's TVL on DeFiLlama exceed $50 million on any day between May 17, 2026 and May 31, 2026?",,,,open,,,https://www.metaculus.com/questions/43540/
43539,"Will the SPC issue at least one High Risk Day 1 Convective Outlook between May 17 and May 30, 2026?",,,,open,,,https://www.metaculus.com/questions/43539/
43537,"Will a new publicly reported cybersecurity incident affecting Antel, HG S.A., Tickantel, or TuID Digital be reported bet",,,,open,,,https://www.metaculus.com/questions/43537/
43536,"Will PlayStation's Days of Play 2026 sale begin on Wednesday, May 27, 2026?",,,,open,,,https://www.metaculus.com/questions/43536/
43534,"Will Sony officially announce the start date of PlayStation Days of Play 2026 on the PlayStation Blog by May 27, 2026?",,,,open,,,https://www.metaculus.com/questions/43534/
43533,"Will Discord publicly file an S-1 prospectus on SEC EDGAR before May 31, 2026?",,,,open,,,https://www.metaculus.com/questions/43533/
43532,Will the U.S. Supreme Court docket for Danco Laboratories v. Louisiana (No. 25A1207) show any new docket entry dated bet,,,,open,,,https://www.metaculus.com/questions/43532/
43530,Will a televised debate between Julia Letlow and John Fleming for the 2026 Louisiana U.S. Senate GOP runoff be publicly ,,,,open,,,https://www.metaculus.com/questions/43530/
43529,Will the U.S. 10-year Treasury yield exceed 7% for at least 30 consecutive days before 2030?,,,,open,,,https://www.metaculus.com/questions/43529/
43528,"Will AIMO announce that its $5 million IMO-gold grand prize has been won before August 1, 2026?",,,,open,,,https://www.metaculus.com/questions/43528/
43524,Will the Sentinel‑2 archive be compressed at a ratio of 1000× before 2032?,,,,open,,,https://www.metaculus.com/questions/43524/
43505,Will the Senate of the Philippines remove Vice President Sara Duterte from office before September 2026?,,,,open,,,https://www.metaculus.com/questions/43505/
43502,"Will Bitcoin trade above $120,000 before August 1, 2026?",,,,open,,,https://www.metaculus.com/questions/43502/
43501,"Will Instructure be subject to another major hack before September 1, 2026?",,,,open,,,https://www.metaculus.com/questions/43501/
43496,"Will Haiti hold the first round of its presidential election before September 1, 2026?",,,,open,,,https://www.metaculus.com/questions/43496/
43494,Will any U.S. state or EU member state restrict large-scale data center grid connections before September 2026?,,,,open,,,https://www.metaculus.com/questions/43494/
43491,"Will a new High Representative for Bosnia and Herzegovina officially be in place before September 2, 2026?",,,,open,,,https://www.metaculus.com/questions/43491/
43479,Will Claude Mythos or a similar model be publicly released before September 2026?,,,,open,,,https://www.metaculus.com/questions/43479/
43468,Will WHO declare hantavirus a Public Health Emergency of International Concern before 2027?,,,,open,,,https://www.metaculus.com/questions/43468/
43461,Will at least 5 non-passengers be linked to the MV Hondius hantavirus outbreak before August 2026?,,,,open,,,https://www.metaculus.com/questions/43461/
43454,"Will any non-superconducting quantum processor demonstrate below-threshold error correction before January 1, 2029?",,,,open,,,https://www.metaculus.com/questions/43454/
43452,"Will Donald Trump and Vladimir Putin meet in person before October 1, 2026?",,,,open,,,https://www.metaculus.com/questions/43452/
43451,"Before August 2026, will the government of Alberta officially announce a date for an independence referendum?",,,,open,,,https://www.metaculus.com/questions/43451/
43437,"Will there be a successful coup in Africa or Latin America before September 1, 2026?",,,,open,,,https://www.metaculus.com/questions/43437/
43435,Will Pope Leo XIV visit another country other than Spain before September 2026?,,,,open,,,https://www.metaculus.com/questions/43435/
43429,"Will any poll of the 2026 California gubernatorial primary released between May 11 and May 17, 2026 show two Republicans",,,,open,,,https://www.metaculus.com/questions/43429/
43428,"Will Alphabet, Microsoft, Apple, Amazon, or Nvidia announce layoffs of 5,000 or more employees between May 1 and May 16,",,,,open,,,https://www.metaculus.com/questions/43428/
43427,"Will XRP close above $1.45 on May 16, 2026?",,,,open,,,https://www.metaculus.com/questions/43427/
43424,"Will the community prediction be higher than 10.00% on 2026-05-15 for the Metaculus question ""Will over 2/3 of EU member",,,,open,,,https://www.metaculus.com/questions/43424/
43421,Will Taipower formally submit a restart plan for the Kuosheng (No. 2) Nuclear Power Plant to Taiwan's Nuclear Safety Com,,,,open,,,https://www.metaculus.com/questions/43421/
43417,"Will a federal lawsuit challenging the OBBBA's Medicaid work-requirement provisions be filed before May 17, 2026?",,,,open,,,https://www.metaculus.com/questions/43417/
43415,"Will the community prediction be higher than 33.30% on 2026-05-16 for the Metaculus question ""Will Anthropic file an ini",,,,open,,,https://www.metaculus.com/questions/43415/
43413,"Will the community prediction be higher than 21.00% on 2026-05-13 for the Metaculus question ""Will the EU require mandat",,,,open,,,https://www.metaculus.com/questions/43413/
43411,"Will the community prediction be higher than 10.00% on 2026-05-15 for the Metaculus question ""Will Donald Trump cease to",,,,open,,,https://www.metaculus.com/questions/43411/
43410,"Will the community prediction be higher than 36.00% on 2026-05-16 for the Metaculus question ""Will SpaceX successfully r",,,,open,,,https://www.metaculus.com/questions/43410/
43409,"Will the community prediction be higher than 13.00% on 2026-05-15 for the Metaculus question ""Will the Iranian governmen",,,,open,,,https://www.metaculus.com/questions/43409/
43407,Will the Calcutta High Court or the Supreme Court of India issue a judicial order in a case relating to the Falta (AC 14,,,,open,,,https://www.metaculus.com/questions/43407/
43405,"Will the community prediction be higher than 8.60% on 2026-05-16 for the Metaculus question ""Will China attack or blocka",,,,open,,,https://www.metaculus.com/questions/43405/
43404,"Will the community prediction be higher than 6.30% on 2026-05-15 for the Metaculus question ""Will Lisa Cook cease to be ",,,,open,,,https://www.metaculus.com/questions/43404/
43403,"Will the community prediction be higher than 14.00% on 2026-05-16 for the Metaculus question ""Will Saudi Arabia and Isra",,,,open,,,https://www.metaculus.com/questions/43403/
43395,"Will the community prediction be higher than 63.00% on 2026-05-14 for the Metaculus question ""Will Keir Starmer cease to",,,,open,,,https://www.metaculus.com/questions/43395/
43393,"Will the community prediction be higher than 35.00% on 2026-05-15 for the Metaculus question ""Will the United States con",,,,open,,,https://www.metaculus.com/questions/43393/
43386,"Will the community prediction be higher than 23.20% on 2026-05-14 for the Metaculus question ""Will the composition of th",,,,open,,,https://www.metaculus.com/questions/43386/
43385,"Will the community prediction be higher than 13.00% on 2026-05-15 for the Metaculus question ""Will presidential impoundm",,,,open,,,https://www.metaculus.com/questions/43385/
43383,"Will the community prediction be higher than 32.00% on 2026-05-14 for the Metaculus question ""Will the United States exp",,,,open,,,https://www.metaculus.com/questions/43383/
43381,"Will the community prediction be higher than 7.40% on 2026-05-11 for the Metaculus question ""Will a federal judge be imp",,,,open,,,https://www.metaculus.com/questions/43381/
43372,Will Mamata Banerjee win the Bhabanipur constituency in the 2026 West Bengal Legislative Assembly election?,,,,open,,,https://www.metaculus.com/questions/43372/
43371,Will the All India Trinamool Congress (TMC) win an outright majority of seats in the 2026 West Bengal Legislative Assemb,,,,open,,,https://www.metaculus.com/questions/43371/
43364,Will the WHO announce a non-H5N1 pandemic before 2040?,,,,open,,,https://www.metaculus.com/questions/43364/
43360,Will the UK National Threat Level reduce from SEVERE before September 2026?,,,,open,,,https://www.metaculus.com/questions/43360/
43355,Will Iran and U.S play against each other in the 2026 FIFA World Cup?,,,,open,,,https://www.metaculus.com/questions/43355/
43353,Will the EU chemicals and plastics sectors be ≥50% bio-based before 2034?,,,,open,,,https://www.metaculus.com/questions/43353/
43339,"[PRACTICE] Will any of Belgium, France, Italy, Luxembourg, Netherlands, and/or Germany leave the EU before 2027?",,,,open,,,https://www.metaculus.com/questions/43339/
43333,Will another country announce they will quit OPEC or OPEC+ before September 2026?,,,,open,,,https://www.metaculus.com/questions/43333/
43331,Will the FDA classify Eli Lilly's retatrutide as a biologic product before 2029?,,,,open,,,https://www.metaculus.com/questions/43331/
43327,"Will any of Belgium, France, Italy, Luxembourg, Netherlands, and/or Germany leave the EU before 2027?",,,,open,,,https://www.metaculus.com/questions/43327/
43318,"Will Russia order a general mobilization before January 1, 2027?",,,,open,,,https://www.metaculus.com/questions/43318/
43316,"Will Lt Gen Abdel Fattah al-Burhan and Lt Gen Mohamed Hamdan Dagalo ""Hemedti"" be publicly confirmed to have met in perso",,,,open,,,https://www.metaculus.com/questions/43316/
43315,Will any peer-reviewed paper or major-organization publication issued in 2026 estimate Sudan war excess mortality (direc,,,,open,,,https://www.metaculus.com/questions/43315/
43314,Will Claude Code remain available to new Claude Pro subscribers through 2026?,,,,open,,,https://www.metaculus.com/questions/43314/
43309,Will the United States support Argentine claims of sovereignty over the Malvinas/Falkland Islands before 2030?,,,,open,,,https://www.metaculus.com/questions/43309/
43305,Will a UK public body use an AI-generated map to identify areas with sufficient ecological monitoring coverage for trend,,,,open,,,https://www.metaculus.com/questions/43305/
43304,"Will there be a nationwide anti-government uprising in Russia between September 20 and November 1, 2026?",,,,open,,,https://www.metaculus.com/questions/43304/
43302,Will the Talmannen offer cookies during government formation talks after the 2026 Swedish election?,,,,open,,,https://www.metaculus.com/questions/43302/
43287,Will a publicly accessible UK Ecological Resilience Dashboard cover ≥50% of land with multi-modal weekly data before 203,,,,open,,,https://www.metaculus.com/questions/43287/
43283,"Will Waymo have a service area of 1,200 square miles before July 1, 2026?",,,,open,,,https://www.metaculus.com/questions/43283/
43276,Will a publicly traded US company reach a market cap of ≥$10T before 2028?,,,,open,,,https://www.metaculus.com/questions/43276/
43274,Will Professor Layton and the New World of Steam be released in 2026?,,,,open,,,https://www.metaculus.com/questions/43274/
43271,"Will OpenAI release GPT-5.5 before June 1, 2026?",,,,open,,,https://www.metaculus.com/questions/43271/
43269,Will any organization or state launch a $500 billion project aimed at scaling robot manufacturing before 2031?,,,,open,,,https://www.metaculus.com/questions/43269/
43267,"Will 1,000,000 unmanned ground vehicles be deployed by Russian or Ukrainian forces during a single calendar year before ",,,,open,,,https://www.metaculus.com/questions/43267/
43265,"Will any national military or state-affiliated armed forces deploy at least 5,000 quadruped robots in an active conflict",,,,open,,,https://www.metaculus.com/questions/43265/
43259,"Will the United States and Iran hold another face-to-face diplomatic meeting before June 6, 2026?",,,,open,,,https://www.metaculus.com/questions/43259/
43257,"Will the CBOE Volatility Index (VIX) close above 30 on more than 5 trading days between April 20, 2026 and May 31, 2026?",,,,open,,,https://www.metaculus.com/questions/43257/
43256,Will a government-commissioned framework for quantifying net ecosystem-resilience impact of UK infrastructure projects e,,,,open,,,https://www.metaculus.com/questions/43256/
43251,"If living biosensors are successfully deployed before 2032, will they be deployed across ≥70% of the UK SSSI's area befo",,,,open,,,https://www.metaculus.com/questions/43251/
43239,Will a genetically engineered living biosensor be successfuly deployed in the field for ≥3 months before 2032?,,,,open,,,https://www.metaculus.com/questions/43239/
43238,"Will United Airlines and American Airlines announce a definitive merger agreement before January 1, 2027?",,,,open,,,https://www.metaculus.com/questions/43238/
43233,"Will the UAE engage with 2 or more additional Iranian projectiles (drones or missiles) before May 1, 2026?",,,,open,,,https://www.metaculus.com/questions/43233/
43229,Will HUBB's market close price on 2026-04-25 be higher than its market close price on 2026-04-17?,,,,open,,,https://www.metaculus.com/questions/43229/
43228,Will ALL's market close price on 2026-04-24 be higher than its market close price on 2026-04-17?,,,,open,,,https://www.metaculus.com/questions/43228/
43227,"Will the community prediction be higher than 15.00% on 2026-04-24 for the Metaculus question ""Will the U.S. enact an AI ",,,,open,,,https://www.metaculus.com/questions/43227/
43225,Will WY's market close price on 2026-04-24 be higher than its market close price on 2026-04-16?,,,,open,,,https://www.metaculus.com/questions/43225/
43224,"Will the community prediction be higher than 45.00% on 2026-04-25 for the Metaculus question ""Will Anthropic file an ini",,,,open,,,https://www.metaculus.com/questions/43224/
43221,Will LRCX's market close price on 2026-04-25 be higher than its market close price on 2026-04-15?,,,,open,,,https://www.metaculus.com/questions/43221/
43220,"Will the community prediction be higher than 25.00% on 2026-04-23 for the Metaculus question ""Will the EU require mandat",,,,open,,,https://www.metaculus.com/questions/43220/
43219,"Will the community prediction be higher than 6.00% on 2026-04-24 for the Metaculus question ""Will the United States gain",,,,open,,,https://www.metaculus.com/questions/43219/
43217,Will NEE's market close price on 2026-04-22 be higher than its market close price on 2026-04-15?,,,,open,,,https://www.metaculus.com/questions/43217/
43216,Will KMB's market close price on 2026-04-25 be higher than its market close price on 2026-04-15?,,,,open,,,https://www.metaculus.com/questions/43216/
43214,Will ED's market close price on 2026-04-25 be higher than its market close price on 2026-04-15?,,,,open,,,https://www.metaculus.com/questions/43214/
43213,Will TROW's market close price on 2026-04-24 be higher than its market close price on 2026-04-15?,,,,open,,,https://www.metaculus.com/questions/43213/
43212,"Will the community prediction be higher than 33.00% on 2026-04-25 for the Metaculus question ""Will the DOJ officially re",,,,open,,,https://www.metaculus.com/questions/43212/
43211,Will CTVA's market close price on 2026-04-25 be higher than its market close price on 2026-04-15?,,,,open,,,https://www.metaculus.com/questions/43211/
43209,"Will the community prediction be higher than 36.00% on 2026-04-22 for the Metaculus question ""Will another U.S. cabinet ",,,,open,,,https://www.metaculus.com/questions/43209/
43207,"Will the community prediction be higher than 35.00% on 2026-04-25 for the Metaculus question ""Will the United States att",,,,open,,,https://www.metaculus.com/questions/43207/
43205,Will PTC's market close price on 2026-04-22 be higher than its market close price on 2026-04-14?,,,,open,,,https://www.metaculus.com/questions/43205/
43203,"Will the community prediction be higher than 15.00% on 2026-04-25 for the Metaculus question ""Will the U.S. conduct a gr",,,,open,,,https://www.metaculus.com/questions/43203/
43201,"Will the community prediction be higher than 30.80% on 2026-04-25 for the Metaculus question ""Will the United States exp",,,,open,,,https://www.metaculus.com/questions/43201/
43199,"Will the community prediction be higher than 7.50% on 2026-04-21 for the Metaculus question ""Will Lisa Cook cease to be ",,,,open,,,https://www.metaculus.com/questions/43199/
43196,"Will the community prediction be higher than 16.00% on 2026-04-23 for the Metaculus question ""Will Saudi Arabia and Isra",,,,open,,,https://www.metaculus.com/questions/43196/
43195,Will CTAS's market close price on 2026-04-23 be higher than its market close price on 2026-04-14?,,,,open,,,https://www.metaculus.com/questions/43195/
43194,"Will the community prediction be higher than 80.00% on 2026-04-23 for the Metaculus question ""In Louisiana v. Callais, w",,,,open,,,https://www.metaculus.com/questions/43194/
43192,"Will the community prediction be higher than 25.00% on 2026-04-25 for the Metaculus question ""Will there be a ceasefire ",,,,open,,,https://www.metaculus.com/questions/43192/
43191,Will AMP's market close price on 2026-04-23 be higher than its market close price on 2026-04-13?,,,,open,,,https://www.metaculus.com/questions/43191/
43187,Will CBOE's market close price on 2026-04-25 be higher than its market close price on 2026-04-13?,,,,open,,,https://www.metaculus.com/questions/43187/
43183,"Will the community prediction be higher than 49.00% on 2026-04-25 for the Metaculus question ""Will the United States con",,,,open,,,https://www.metaculus.com/questions/43183/
43179,"Will the community prediction be higher than 80.00% on 2026-04-25 for the Metaculus question ""Will an AI model reach a 3",,,,open,,,https://www.metaculus.com/questions/43179/
43175,Will KVUE's market close price on 2026-04-24 be higher than its market close price on 2026-04-13?,,,,open,,,https://www.metaculus.com/questions/43175/
43172,Will ALGN's market close price on 2026-04-25 be higher than its market close price on 2026-04-13?,,,,open,,,https://www.metaculus.com/questions/43172/
43171,Will Neymar be called up for Brazil in the 2026 FIFA World Cup?,,,,open,,,https://www.metaculus.com/questions/43171/
43167,"Will the U.S. Senate pass another budget reconciliation bill before July 4, 2026?",,,,open,,,https://www.metaculus.com/questions/43167/
43155,Will another U.S. cabinet member leave office before May 2026?,,,,open,,,https://www.metaculus.com/questions/43155/
43138,"Will Yuma, Arizona receive any rain in April 2026?",,,,open,,,https://www.metaculus.com/questions/43138/
43136,"Will the United States and Iran publicly agree to a formal ceasefire that both sides acknowledge before May 1, 2026?",,,,open,,,https://www.metaculus.com/questions/43136/
43135,Will U.S. spot Bitcoin ETFs take in at least $1 billion of net inflows during April 2026?,,,,open,,,https://www.metaculus.com/questions/43135/
43134,"Will any model evaluated by Epoch AI score at least 40.0% on FrontierMath Tier 4 before May 1, 2026?",,,,open,,,https://www.metaculus.com/questions/43134/
43132,"Will El Paso, Texas receive any rain in the 2nd half of April 2026?",,,,open,,,https://www.metaculus.com/questions/43132/
43131,"Will Anthropic publicly release an Opus-class Claude model newer than Claude Opus 4.6 or Sonnet 4.6 before May 1, 2026?",,,,open,,,https://www.metaculus.com/questions/43131/
43130,"Will any system score at least 78.0% on SWE-bench Verified’s official public leaderboard before May 1, 2026?",,,,open,,,https://www.metaculus.com/questions/43130/
43129,Will the International Criminal Court open a formal investigation into alleged crimes linked to the 2026 Iran conflict b,,,,open,,,https://www.metaculus.com/questions/43129/
43128,Will Google launch a new named networking platform or service at Google Cloud Next ’26?,,,,open,,,https://www.metaculus.com/questions/43128/
43126,"Will Apple publicly ship any of the delayed “personalized Siri” features before May 1, 2026?",,,,open,,,https://www.metaculus.com/questions/43126/
43125,Will Jacksonville have at least 8 days of rain in April 2026?,,,,open,,,https://www.metaculus.com/questions/43125/
43124,"Will Waymo make fully autonomous rides available to public riders in any of these cities before May 1, 2026?",,,,open,,,https://www.metaculus.com/questions/43124/
43122,Will Amazon Leo (formerly Project Kuiper) report a launched mission 10?,,,,open,,,https://www.metaculus.com/questions/43122/
43121,"At Google Cloud Next ’26, will Google announce a new named TPU generation not publicly announced before April 2, 2026?",,,,open,,,https://www.metaculus.com/questions/43121/
43119,Will the US and China jointly announce a new bilateral trade agreement in 2026?,,,,open,,,https://www.metaculus.com/questions/43119/
43114,Will the United States use a nuclear weapon before May 2026?,,,,open,,,https://www.metaculus.com/questions/43114/
43103,[Short fuse] Will a Kenyan win the 2026 Boston marathon?,,,,open,,,https://www.metaculus.com/questions/43103/
43099,Will another U.S. cabinet member leave office before May 2026?,,,,open,,,https://www.metaculus.com/questions/43099/
43098,"Will Polymarket ""Holding Rewards"" rate fall below 4% before 2028?",,,,open,,,https://www.metaculus.com/questions/43098/
43097,[Short fuse] Will a Kenyan win the 2026 Boston marathon?,,,,open,,,https://www.metaculus.com/questions/43097/
43094,Will Stanford HAI’s 2026 AI Index report show U.S. private AI investment in 2025 at least 12x China’s?,,,,open,,,https://www.metaculus.com/questions/43094/
43091,"Will any AI model achieve a score of 95% or higher on the GPQA Diamond Benchmark Leaderboard before June 1, 2026?",,,,open,,,https://www.metaculus.com/questions/43091/
43089,"Will Tesla discontinue the Cybertruck before January 1, 2027?",,,,open,,,https://www.metaculus.com/questions/43089/
43088,Will the Argo Program cover the deep ocean before 2036?,,,,open,,,https://www.metaculus.com/questions/43088/
43082,Is Metaculus' Conflict-Driven Interest program an April Fool's joke?,,,,open,,,https://www.metaculus.com/questions/43082/
43076,Will global tensions push New York yellow globes over $10 per sack in April 2026?,,,,open,,,https://www.metaculus.com/questions/43076/
43075,Will the United States Department of Justice indict the Federal Reserve before May 2026?,,,,open,,,https://www.metaculus.com/questions/43075/
43061,Will the French government initiate a parliamentary debate or vote under Article 35 of the French Constitution concernin,,,,open,,,https://www.metaculus.com/questions/43061/
43060,"Will any single oil spill larger than 50,000 barrels occur in the Persian Gulf before May 1, 2026?",,,,open,,,https://www.metaculus.com/questions/43060/
43058,"Will the CDC report at least 2,500 confirmed measles cases in the United States for 2026 before May 1, 2026?",,,,open,,,https://www.metaculus.com/questions/43058/
43057,"Will OPEC or OPEC+ officially announce an emergency production increase of at least 1.0 million barrels per day, beyond ",,,,open,,,https://www.metaculus.com/questions/43057/
43056,Will Rob Jetten still be listed as Prime Minister of the Netherlands on the official Dutch government cabinet page after,,,,open,,,https://www.metaculus.com/questions/43056/
43055,Will any party or coalition other than GERB-SDS or PP-DB win the most seats in Bulgaria's April 2026 parliamentary elect,,,,open,,,https://www.metaculus.com/questions/43055/
43054,"Will any single oil spill larger than 50,000 barrels occur in the Gulf of Oman before May 1, 2026?",,,,open,,,https://www.metaculus.com/questions/43054/
43051,"Will FIFA confirm before May 1, 2026 that Iran has withdrawn from, been removed from, or been replaced in the 2026 FIFA ",,,,open,,,https://www.metaculus.com/questions/43051/
43050,Will NOAA report that March 2026 was the warmest March on record for global surface temperature?,,,,open,,,https://www.metaculus.com/questions/43050/
43049,"Will the S&P 500 Index post a daily close strictly below 4,800.00 on any trading day before May 1, 2026?",,,,open,,,https://www.metaculus.com/questions/43049/
43047,"Will NASA's Artemis II mission launch before May 1, 2026?",,,,open,,,https://www.metaculus.com/questions/43047/
43046,"Will the World Health Organization classify an Iran health event before May 1, 2026?",,,,open,,,https://www.metaculus.com/questions/43046/
43045,"Will Donald Trump's approval rating in the RealClearPolitics poll average fall strictly below 39.0% before May 1, 2026?",,,,open,,,https://www.metaculus.com/questions/43045/
43037,Will England authorise the release of a GMM for non-human-medicine use before 2035?,,,,open,,,https://www.metaculus.com/questions/43037/
43020,Will global tensions push New York yellow globes over $10 per sack in April 2026?,,,,open,,,https://www.metaculus.com/questions/43020/
43019,Will ABNB's market close price on 2026-04-10 be higher than its market close price on 2026-04-03?,,,,open,,,https://www.metaculus.com/questions/43019/
43018,Will AIG's market close price on 2026-04-10 be higher than its market close price on 2026-04-02?,,,,open,,,https://www.metaculus.com/questions/43018/
43014,Will TSCO's market close price on 2026-04-10 be higher than its market close price on 2026-04-01?,,,,open,,,https://www.metaculus.com/questions/43014/
43013,Will BKNG's market close price on 2026-04-10 be higher than its market close price on 2026-04-01?,,,,open,,,https://www.metaculus.com/questions/43013/
